,Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,Latitude,Longitude,Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage,Followers,No of posts on Insta,Facebook Time Spent(Last Week),Instagram Time Spent(Last Week),WhatsApp Time Spent(Last Week),WhatsApp Time Spent(Last Weekend),Instagram Time Spent(Last Weekend),Facebook Time Spent(Last Weekend)
572,36,Kolkata,Working professional,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,510,390,0,0,180,0,45,1,450,330,0,60,60,60
573,58,Ahmedabad,Sabbatical,No,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,180,297,762,608,154,285,218,16,120,248,240,45,49,60
574,26,Kolkata,Student,Yes,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,130,0,0,0,0,0,12,0,100,0,999,30,60
575,48,Delhi,Sabbatical,No,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,120,20,980,665,315,840,51,5,60,5,600,240,15,60
576,26,Kolkata,Working professional,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,90,75,0,0,195,0,42,52,30,60,0,120,15,60
577,38,Mumbai,Working professional,Yes,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,165,45,590,415,175,380,302,128,105,30,280,100,15,60
578,27,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,160,0,0,0,960,0,0,0,100,0,0,900,0,60
580,45,Indore,Working professional,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,22.717736,75.85859,160,0,810,600,210,650,0,0,100,0,500,150,0,60
581,22,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,660,0,0,0,120,660,0,0,600,0,600,60,0,60
582,25,Kolkata,Working professional,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,480,60,810,690,120,270,240,20,420,60,210,60,0,60
583,23,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,210,0,360,250,110,150,0,0,150,0,100,50,0,60
584,55,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,400,0,560,470,90,160,0,0,340,0,130,30,0,60
585,25,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,830,0,0,0,629,555,0,0,771,0,443,112,458,59
586,23,Bengaluru,Working professional,Yes,Female,Post graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,227,992,0,0,944,0,0,172,169,680,0,574,312,58
587,25,Ahmedabad,Working professional,No,Female,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,153,497,0,915,337,602,333,24,95,312,508,94,185,58
588,24,Delhi,Student,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,158,274,0,676,512,756,171,1,100,180,396,360,94,58
589,20,Baroda,Student,No,Male,High School,BDQ,Android,Gujarat,Western,22.3072,73.1812,205,246,806,591,215,355,287,11,147,187,257,98,59,58
590,21,Delhi,Student,No,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,88,175,413,280,133,150,500,600,30,130,120,30,45,58
591,23,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,84,844,0,0,655,928,243,136,27,487,687,241,357,57
592,27,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,167,305,917,640,277,445,253,45,110,210,320,125,95,57
593,60,Kolkata,Sabbatical,No,Female,Graduation,Ccu,iOs,West Bengal,Eastern,22.562627,88.363044,710,0,0,0,261,960,0,0,653,0,756,204,0,57
594,36,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,146,0,0,0,0,0,440,127,90,990,780,560,760,56
595,21,Mumbai,Working professional,Yes,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,176,0,0,0,656,0,0,63,120,700,0,300,300,56
596,22,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,145,372,786,415,371,269,359,56,89,159,167,102,213,56
597,30,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,83,310,526,239,287,133,548,67,27,123,89,44,187,56
598,28,Kolkata,Working professional,No,Male,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,281,546,0,0,370,932,228,36,225,435,729,203,111,56
599,47,Kolkata,Working professional,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,192,396,0,811,270,493,198,31,136,301,374,119,95,56
600,32,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,231,233,0,0,310,908,343,28,175,155,732,176,78,56
601,25,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,74,154,652,456,196,424,0,426,18,112,326,98,42,56
602,38,Bengaluru,Working professional,No,Female,Post graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,271,159,0,941,187,698,154,27,215,142,584,114,17,56
603,26,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,934,221,0,0,77,477,89,17,878,221,456,21,0,56
604,20,Kolkata,Student,Yes,Female,High School,CCU,Android,West Bengal,Eastern,22.562627,88.363044,332,0,0,0,956,0,0,599,277,976,756,277,624,55
605,34,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,131,0,0,0,756,555,219,30,76,650,340,215,486,55
606,24,Mumbai,Student,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,180,0,0,0,635,0,247,17,125,725,950,265,315,55
607,27,Pune,Working professional,No,Female,Post graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,165,0,0,0,795,0,800,120,110,760,0,490,250,55
608,20,Vishakhapatnam,Student,No,Male,High School,VTZ,Android,Andhra Pradesh,Southern,17.704052,83.297663,174,0,0,0,0,0,780,40,120,540,0,0,720,54
609,20,Mumbai,Student,Yes,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,208,0,0,0,596,779,0,100,154,973,602,177,365,54
610,26,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,134,740,0,980,654,760,59,37,80,540,360,400,200,54
611,21,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,129,198,0,707,382,762,159,6,75,134,498,264,64,54
612,22,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,172,166,978,575,403,640,276,204,118,129,328,312,37,54
613,36,Pune,Working professional,No,Male,Post graduation,PNQ,iOs,Maharashtra,Western,18.513271,73.849852,241,79,0,925,353,958,156,12,187,67,671,287,12,54
614,37,Chandigarh,Working professional,No,Female,Post graduation,IXC,Android,Chandigarh,Northern,30.736292,76.788398,144,0,341,240,101,197,0,0,90,0,150,47,0,54
615,24,Mumbai,Working professional,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,132,0,0,0,833,892,388,23,79,811,589,303,477,53
616,23,Delhi,Student,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,228,724,0,0,477,578,0,286,175,496,382,196,228,53
617,27,Kolkata,Working professional,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,139,250,674,429,245,285,109,0,86,143,200,85,107,53
618,28,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,154,448,0,881,236,515,341,81,102,336,443,72,112,52
619,25,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,97,113,0,0,610,0,212,11,45,55,0,500,58,52
620,49,Bagdogra,Sabbatical,No,Female,Post graduation,IXB,iOs,West Bengal,Eastern,26.6986,88.3117,211,49,392,296,96,132,93,1,160,25,111,21,24,51
621,20,Ahmedabad,Student,No,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,140,721,0,0,560,0,300,0,90,506,855,295,215,50
623,22,Ahmedabad,Student,Yes,Female,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,200,0,0,0,550,350,0,109,150,750,250,100,400,50
624,25,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,73,755,0,768,630,570,593,54,23,405,340,230,350,50
625,25,Chennai,Working professional,No,Male,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,150,900,0,0,850,0,280,30,100,600,0,500,300,50
626,22,Mumbai,Student,Yes,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,150,900,0,0,420,420,0,151,100,650,300,120,250,50
627,19,Pune,Student,No,Female,High School,PNQ,Android,Maharashtra,Western,18.513271,73.849852,140,800,0,0,500,0,570,99,90,600,0,250,200,50
628,23,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,50,400,0,0,450,0,206,7,0,200,850,200,200,50
629,40,Kolkata,Working professional,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,250,930,0,0,310,580,500,20,200,750,500,80,180,50
630,18,Kolkata,Student,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,170,350,750,520,230,230,203,14,120,200,200,30,150,50
631,25,Surat,Working professional,No,Male,Post graduation,STV,Android,Gujarat,Western,21.195944,72.830232,290,575,0,0,265,470,800,17,240,450,380,90,125,50
632,22,Bagdogra,Student,Yes,Male,Post graduation,IXB,Others,West Bengal,Eastern,26.6986,88.3117,250,620,0,0,470,0,250,10,200,500,950,300,120,50
633,23,Kolkata,Student,Yes,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,150,320,950,600,350,480,544,12,100,200,300,180,120,50
634,25,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,594,873,0,0,535,0,273,112,544,763,0,375,110,50
635,25,Mumbai,Student,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,200,400,0,0,850,0,515,24,150,300,0,700,100,50
636,24,Mumbai,Working professional,Yes,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,205,245,0,995,269,814,890,34,155,180,660,154,65,50
637,19,Delhi,Student,No,Female,High School,DEL,iOs,Delhi,Northern,28.651952,77.231495,750,660,0,0,180,570,45,12,700,600,500,70,60,50
638,23,Mumbai,Student,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,390,775,0,0,285,0,170,20,340,730,0,190,45,50
639,30,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,150,80,630,460,170,400,147,1,100,60,300,100,20,50
640,40,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,290,65,675,540,135,320,100,2,240,50,250,70,15,50
642,52,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,150,0,700,450,250,550,0,0,100,0,350,200,0,50
643,24,Chandigarh,Sabbatical,Yes,Female,Graduation,IXC,iOs,Chandigarh,Northern,30.736292,76.788398,124,0,0,0,543,611,0,230,75,969,484,127,367,49
644,24,Kolkata,Working professional,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,106,327,701,476,225,268,303,71,57,231,188,80,96,49
645,25,Delhi,Student,No,Male,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,291,446,0,0,422,0,518,196,242,378,709,305,68,49
646,20,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,199,267,0,909,204,647,627,117,150,225,534,113,42,49
647,32,Patna,Sabbatical,No,Female,Graduation,PAT,Android,Bihar,Eastern,25.615379,85.101027,87,91,923,738,185,745,154,48,38,57,643,102,34,49
648,52,Surat,Working professional,No,Male,Graduation,STV,Android,Gujarat,Western,21.195944,72.830232,202,60,655,528,127,393,110,0,153,50,325,68,10,49
649,49,Kolkata,Sabbatical,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,703,142,0,0,67,264,46,8,654,142,246,18,0,49
650,26,Lucknow,Working professional,No,Male,Graduation,LKO,Android,Uttar Pradesh,Northern,26.839281,80.923133,96,660,0,918,424,586,136,15,48,420,450,136,240,48
651,21,Mumbai,Student,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,278,760,0,0,495,0,720,566,230,560,865,247,200,48
652,36,Kolkata,Working professional,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,296,518,0,0,219,649,543,56,248,431,565,84,87,48
653,25,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,60,77,0,0,623,0,0,59,12,54,982,552,23,48
654,61,Kolkata,Sabbatical,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,279,0,419,339,80,140,0,0,231,0,108,32,0,48
655,24,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,149,525,0,0,394,0,321,133,102,423,0,245,102,47
656,55,Ahmedabad,Working professional,No,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,73,0,537,338,199,464,0,0,26,0,312,152,0,47
657,42,Baroda,Working professional,No,Female,Graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,203,0,576,434,142,373,0,0,156,0,278,95,0,47
658,49,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,124,0,259,150,109,135,0,0,77,0,73,62,0,47
659,22,Delhi,Student,Yes,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,295,845,0,0,293,353,335,578,249,687,264,89,158,46
660,45,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,69,2,792,546,246,721,117,0,23,2,521,200,0,46
661,31,Mumbai,Working professional,No,Male,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,85,760,0,0,0,0,876,459,40,360,645,700,400,45
662,28,Chennai,Working professional,No,Male,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,75,610,0,0,0,0,625,75,30,250,0,0,360,45
663,36,Pune,Working professional,No,Male,Post graduation,PNQ,iOs,Maharashtra,Western,18.513271,73.849852,248,798,0,0,625,997,305,123,203,453,762,235,345,45
664,20,Delhi,Student,No,Female,High School,DEL,iOs,Delhi,Northern,28.651952,77.231495,225,0,0,0,835,0,349,15,180,750,0,450,340,45
665,24,Ahmedabad,Working professional,Yes,Male,Post graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,265,0,0,0,510,0,0,48,220,0,0,125,340,45
666,21,Bengaluru,Working professional,No,Female,Graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,150,0,0,0,430,425,0,478,105,870,295,130,255,45
667,20,Lucknow,Student,Yes,Female,Graduation,LKO,iOs,Uttar Pradesh,Northern,26.839281,80.923133,203,0,0,0,645,0,0,63,158,840,0,360,240,45
668,22,Mumbai,Sabbatical,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,105,420,730,360,370,205,227,7,60,200,100,105,220,45
669,22,Mumbai,Sabbatical,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,105,420,730,360,370,205,227,7,60,200,100,105,220,45
670,32,Bengaluru,Working professional,No,Female,Post graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,175,730,0,0,495,910,656,65,130,530,660,250,200,45
671,22,Kolkata,Student,Yes,Female,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,445,660,0,0,355,450,330,1,400,500,300,150,160,45
672,22,Kolkata,Working professional,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,119,620,0,0,580,0,675,94,74,464,976,379,156,45
673,15,Delhi,Student,No,Male,High School,DEL,Android,Delhi,Northern,28.651952,77.231495,117,538,0,861,322,528,135,2,72,382,407,121,156,45
674,27,Bengaluru,Working professional,No,Male,Post graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,195,523,0,970,318,570,473,24,150,400,420,150,123,45
675,21,Kolkata,Student,Yes,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,265,320,0,0,245,0,500,70,220,210,0,90,110,45
676,23,Ahmedabad,Student,No,Male,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,115,311,0,753,273,600,444,9,70,203,480,120,108,45
677,24,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,90,370,0,565,495,600,785,246,45,280,240,360,90,45
678,32,Ahmedabad,Working professional,No,Female,Post graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,142,153,521,310,211,226,387,69,97,65,148,78,88,45
679,20,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,145,267,608,450,158,196,187,23,100,200,150,46,67,45
680,25,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,105,300,885,420,465,480,367,54,60,240,120,360,60,45
681,28,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,110,150,620,375,245,360,225,52,65,100,210,150,50,45
682,36,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,525,540,0,0,155,770,0,0,480,500,700,70,40,45
684,49,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,165,0,0,0,245,0,0,0,120,0,0,200,0,45
685,21,Bengaluru,Working professional,No,Male,Graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,225,0,0,900,165,840,513,43,180,0,720,120,0,45
686,52,Mumbai,Working professional,No,Male,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,123,0,587,434,153,464,0,0,78,0,356,108,0,45
687,23,Ahmedabad,Working professional,Yes,Female,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,145,0,405,300,105,260,652,88,100,0,200,60,0,45
688,23,Delhi,Working professional,Yes,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,82,0,0,929,853,442,55,11,38,638,253,189,620,44
689,26,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,174,781,0,0,952,0,91,4,130,521,0,648,260,44
690,27,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,110,802,0,0,649,0,521,35,68,543,0,348,259,42
691,24,Pune,Working professional,Yes,Female,Post graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,238,484,0,0,414,736,205,415,196,326,522,214,158,42
692,23,Mumbai,Working professional,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,139,418,0,0,292,0,421,2,97,304,992,136,114,42
693,26,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,482,0,0,0,253,0,0,0,440,0,942,211,0,42
694,25,Udaipur,Student,No,Female,Graduation,UDR,Android,Rajasthan,Northern,24.57951,73.690508,108,0,0,0,948,0,139,7,67,982,621,391,516,41
695,23,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,133,694,0,0,269,830,106,47,92,498,798,32,196,41
696,28,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,73,103,478,214,264,302,821,61,32,67,115,187,36,41
697,58,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,145,0,821,672,149,676,0,0,104,0,568,108,0,41
698,50,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,74,0,253,129,124,179,0,0,33,0,96,83,0,41
699,23,Ahmedabad,Working professional,Yes,Male,Post graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,180,0,0,0,935,883,0,134,140,900,643,240,655,40
700,25,Mumbai,Student,No,Male,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,120,0,0,0,0,0,400,50,80,500,0,0,500,40
701,25,Chennai,Working professional,No,Male,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,140,0,0,0,840,0,568,12,100,900,700,300,500,40
702,21,Jaipur,Student,No,Female,Graduation,JAI,iOs,Rajasthan,Northern,26.913312,75.787872,120,960,0,0,0,0,292,130,80,600,0,660,360,40
703,25,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,100,780,0,0,700,0,230,80,60,420,0,300,360,40
704,22,Lucknow,Sabbatical,No,Female,Graduation,LKO,iOs,Uttar Pradesh,Northern,26.839281,80.923133,280,0,0,0,725,0,220,56,240,0,0,360,325,40
705,23,Hyderabad,Student,No,Female,Graduation,HYD,iOs,Telangana,Southern,17.384052,78.456355,143,0,0,0,563,0,63,2,103,719,923,223,300,40
706,32,Pune,Sabbatical,No,Female,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,140,950,0,0,590,0,200,5,100,700,0,300,250,40
707,22,Baroda,Student,Yes,Female,Graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,145,0,0,0,932,0,585,42,105,842,0,645,247,40
708,24,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,67,370,0,757,680,0,237,10,27,130,600,400,240,40
